"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Kerala","Malappuram","Kondotty","Beetroot","Other","04/03/2019","1800","2000","1900"
"Kerala","Malappuram","Kondotty","Bhindi(Ladies Finger)","Other","04/03/2019","3000","3400","3200"
"Kerala","Malappuram","Kondotty","Bitter gourd","Other","04/03/2019","3000","3200","3100"
"Kerala","Malappuram","Kondotty","Bottle gourd","Other","04/03/2019","1600","1800","1700"
"Kerala","Malappuram","Kondotty","Brinjal","Other","04/03/2019","1800","2000","1900"
"Kerala","Malappuram","Kondotty","Cabbage","Other","04/03/2019","1200","1400","1300"
"Kerala","Malappuram","Kondotty","Carrot","Other","04/03/2019","2000","2200","2100"
"Kerala","Malappuram","Kondotty","Cauliflower","Other","04/03/2019","2000","2200","2100"
"Kerala","Malappuram","Kondotty","Cowpea(Veg)","Other","04/03/2019","3000","3200","3100"
"Kerala","Malappuram","Kondotty","Cucumbar(Kheera)","Other","04/03/2019","1200","1400","1300"
"Kerala","Malappuram","Kondotty","Drumstick","Other","04/03/2019","6000","6200","6100"
"Kerala","Malappuram","Kondotty","French Beans (Frasbean)","Other","04/03/2019","3000","3200","3100"
"Kerala","Malappuram","Kondotty","Garlic","Other","04/03/2019","7000","7200","7100"
"Kerala","Malappuram","Kondotty","Ginger(Green)","Other","04/03/2019","8800","9000","8900"
"Kerala","Malappuram","Kondotty","Green Chilli","Other","04/03/2019","3000","3200","3100"
"Kerala","Malappuram","Kondotty","Lemon","Other","04/03/2019","4000","4200","4100"
"Kerala","Malappuram","Kondotty","Onion","Other","04/03/2019","1300","1500","1400"
"Kerala","Malappuram","Kondotty","Orange","Other","04/03/2019","5800","6000","5900"
"Kerala","Malappuram","Kondotty","Potato","Other","04/03/2019","2000","2200","2100"
"Kerala","Malappuram","Kondotty","Pumpkin","Other","04/03/2019","1200","1400","1300"
"Kerala","Malappuram","Kondotty","Snakeguard","Other","04/03/2019","1600","1800","1700"
"Kerala","Malappuram","Kondotty","Tomato","Other","04/03/2019","1000","1200","1100"
"Kerala","Thirssur","Chelakkara","Amaranthus","Other","04/03/2019","1600","1800","1700"
"Kerala","Thirssur","Chelakkara","Ashgourd","Other","04/03/2019","1800","2000","1900"
"Kerala","Thirssur","Chelakkara","Banana - Green","Other","04/03/2019","4200","4400","4300"
"Kerala","Thirssur","Chelakkara","Beetroot","Other","04/03/2019","2000","2200","2100"
"Kerala","Thirssur","Chelakkara","Bhindi(Ladies Finger)","Other","04/03/2019","2200","2400","2300"
"Kerala","Thirssur","Chelakkara","Bitter gourd","Other","04/03/2019","2600","2800","2700"
"Kerala","Thirssur","Chelakkara","Brinjal","Other","04/03/2019","1600","1800","1700"
"Kerala","Thirssur","Chelakkara","Cabbage","Other","04/03/2019","2000","2200","2100"
"Kerala","Thirssur","Chelakkara","Carrot","Other","04/03/2019","3400","3600","3500"
"Kerala","Thirssur","Chelakkara","Cauliflower","Other","04/03/2019","3500","3800","3600"
"Kerala","Thirssur","Chelakkara","Coconut Seed","Other","04/03/2019","3400","3600","3500"
"Kerala","Thirssur","Chelakkara","Cowpea(Veg)","Other","04/03/2019","2000","2200","2100"
"Kerala","Thirssur","Chelakkara","Cucumbar(Kheera)","Other","04/03/2019","2200","2400","2300"
"Kerala","Thirssur","Chelakkara","Drumstick","Other","04/03/2019","3000","3300","3200"
"Kerala","Thirssur","Chelakkara","Duster Beans","Other","04/03/2019","3500","3800","3600"
"Kerala","Thirssur","Chelakkara","Elephant Yam (Suran)","Other","04/03/2019","2500","2800","2600"
"Kerala","Thirssur","Chelakkara","Ginger(Green)","Other","04/03/2019","8000","8400","8200"
"Kerala","Thirssur","Chelakkara","Green Chilli","Other","04/03/2019","2000","2200","2100"
"Kerala","Thirssur","Chelakkara","Mango (Raw-Ripe)","Other","04/03/2019","2000","2200","2100"
"Kerala","Thirssur","Chelakkara","Onion","Other","04/03/2019","1800","2000","1900"
"Kerala","Thirssur","Chelakkara","Potato","Other","04/03/2019","2500","2800","2600"
"Kerala","Thirssur","Chelakkara","Pumpkin","Other","04/03/2019","1600","1800","1700"
"Kerala","Thirssur","Chelakkara","Snakeguard","Other","04/03/2019","1800","2000","1900"
"Kerala","Thirssur","Chelakkara","Tapioca","Other","04/03/2019","2400","2600","2500"
"Kerala","Thirssur","Chelakkara","Tomato","Other","04/03/2019","2000","2200","2100"
"Kerala","Thirssur","Irinjalakkuda","Ashgourd","Other","04/03/2019","2200","2200","2200"
"Kerala","Thirssur","Irinjalakkuda","Banana","Other","04/03/2019","6000","6000","6000"
"Kerala","Thirssur","Irinjalakkuda","Banana - Green","Other","04/03/2019","6200","6200","6200"
"Kerala","Thirssur","Irinjalakkuda","Beetroot","Other","04/03/2019","3000","3000","3000"
"Kerala","Thirssur","Irinjalakkuda","Bhindi(Ladies Finger)","Other","04/03/2019","3200","3200","3200"
"Kerala","Thirssur","Irinjalakkuda","Bitter gourd","Other","04/03/2019","4000","4000","4000"
"Kerala","Thirssur","Irinjalakkuda","Bottle gourd","Other","04/03/2019","2400","2400","2400"
"Kerala","Thirssur","Irinjalakkuda","Brinjal","Other","04/03/2019","2500","2500","2500"
"Kerala","Thirssur","Irinjalakkuda","Cabbage","Other","04/03/2019","3000","3000","3000"
"Kerala","Thirssur","Irinjalakkuda","Carrot","Other","04/03/2019","3800","3800","3800"
"Kerala","Thirssur","Irinjalakkuda","Cauliflower","Other","04/03/2019","2700","2700","2700"
"Kerala","Thirssur","Irinjalakkuda","Coconut","Other","04/03/2019","4000","4000","4000"
"Kerala","Thirssur","Irinjalakkuda","Cowpea(Veg)","Other","04/03/2019","3500","3500","3500"
"Kerala","Thirssur","Irinjalakkuda","Cucumbar(Kheera)","Other","04/03/2019","2000","2000","2000"
"Kerala","Thirssur","Irinjalakkuda","Drumstick","Other","04/03/2019","2600","2600","2600"
"Kerala","Thirssur","Irinjalakkuda","Elephant Yam (Suran)","Other","04/03/2019","2400","2400","2400"
"Kerala","Thirssur","Irinjalakkuda","Ginger(Green)","Other","04/03/2019","4000","4000","4000"
"Kerala","Thirssur","Irinjalakkuda","Green Chilli","Other","04/03/2019","3500","3500","3500"
"Kerala","Thirssur","Irinjalakkuda","Indian Beans (Seam)","Other","04/03/2019","4000","4000","4000"
"Kerala","Thirssur","Irinjalakkuda","Lemon","Other","04/03/2019","2000","2000","2000"
"Kerala","Thirssur","Irinjalakkuda","Mango","Other","04/03/2019","3500","3500","3500"
"Kerala","Thirssur","Irinjalakkuda","Onion","Other","04/03/2019","2500","2500","2500"
"Kerala","Thirssur","Irinjalakkuda","Potato","Other","04/03/2019","2400","2400","2400"
"Kerala","Thirssur","Irinjalakkuda","Pumpkin","Other","04/03/2019","3000","3000","3000"
"Kerala","Thirssur","Irinjalakkuda","Tapioca","Other","04/03/2019","4000","4000","4000"
"Kerala","Thirssur","Irinjalakkuda","Tomato","Other","04/03/2019","2000","2000","2000"
"Kerala","Thirssur","Kodungalloor","Ashgourd","Other","04/03/2019","850","850","850"
"Kerala","Thirssur","Kodungalloor","Banana - Green","Other","04/03/2019","3600","3600","3600"
"Kerala","Thirssur","Kodungalloor","Beetroot","Other","04/03/2019","2100","2200","2100"
"Kerala","Thirssur","Kodungalloor","Bhindi(Ladies Finger)","Other","04/03/2019","2300","2300","2300"
"Kerala","Thirssur","Kodungalloor","Bitter gourd","Other","04/03/2019","3500","3600","3600"
"Kerala","Thirssur","Kodungalloor","Brinjal","Other","04/03/2019","1500","1500","1500"
"Kerala","Thirssur","Kodungalloor","Cabbage","Other","04/03/2019","2200","2200","2200"
"Kerala","Thirssur","Kodungalloor","Carrot","Other","04/03/2019","2300","2300","2300"
"Kerala","Thirssur","Kodungalloor","Drumstick","Other","04/03/2019","2400","2400","2400"
"Kerala","Thirssur","Kodungalloor","Elephant Yam (Suran)","Other","04/03/2019","1400","1400","1400"
"Kerala","Thirssur","Kodungalloor","French Beans (Frasbean)","Other","04/03/2019","3000","3000","3000"
"Kerala","Thirssur","Kodungalloor","Ginger(Green)","Other","04/03/2019","7000","7000","7000"
"Kerala","Thirssur","Kodungalloor","Green Chilli","Other","04/03/2019","3700","3800","3800"
"Kerala","Thirssur","Kodungalloor","Mango (Raw-Ripe)","Other","04/03/2019","3000","3000","3000"
"Kerala","Thirssur","Kodungalloor","Onion","Other","04/03/2019","950","1000","950"
"Kerala","Thirssur","Kodungalloor","Potato","Other","04/03/2019","1400","1400","1400"
"Kerala","Thirssur","Kodungalloor","Pumpkin","Other","04/03/2019","1100","1100","1100"
"Kerala","Thirssur","Kodungalloor","Sweet Potato","Other","04/03/2019","2200","2200","2200"
"Kerala","Thirssur","Kodungalloor","Tapioca","Other","04/03/2019","2000","2000","2000"
"Kerala","Thirssur","Kodungalloor","Tomato","Other","04/03/2019","1600","1600","1600"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Nendra Bale","04/03/2019","3800","4000","3900"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Nendra Bale","04/03/2019","3500","3700","3600"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Nendra Bale","04/03/2019","2500","3400","3200"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Palayamthodan","04/03/2019","1600","1800","1700"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Palayamthodan","04/03/2019","1300","1500","1400"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Palayamthodan","04/03/2019","1000","1200","1100"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Poovan","04/03/2019","2900","3200","3000"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Poovan","04/03/2019","2600","2800","2700"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Poovan","04/03/2019","3300","3500","3400"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Red Banana","04/03/2019","3800","4000","3900"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Red Banana","04/03/2019","3500","3700","3600"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Robusta","04/03/2019","1700","1900","1800"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Robusta","04/03/2019","1400","1600","1500"
"Kerala","Thiruvananthapuram","Maranelloor","Banana","Robusta","04/03/2019","1000","1300","1200"
"Kerala","Thiruvananthapuram","Parassala","Amaranthus","Amaranthus","04/03/2019","3500","4000","3500"
"Kerala","Thiruvananthapuram","Parassala","Banana","Banana - Ripe","04/03/2019","3800","4000","3800"
"Kerala","Thiruvananthapuram","Parassala","Banana","Palayamthodan","04/03/2019","1400","2000","1400"
"Kerala","Thiruvananthapuram","Parassala","Banana","Rasakathai","04/03/2019","3500","4000","3500"
"Kerala","Thiruvananthapuram","Parassala","Bitter gourd","Bitter Gourd","04/03/2019","5000","5500","5000"
"Kerala","Thiruvananthapuram","Parassala","Brinjal","Round","04/03/2019","6000","6500","6000"
"Kerala","Thiruvananthapuram","Parassala","Brinjal","Round/Long","04/03/2019","3000","3700","3000"
"Kerala","Thiruvananthapuram","Parassala","Colacasia","Colacasia","04/03/2019","4000","4500","4000"
"Kerala","Thiruvananthapuram","Parassala","Drumstick","Drumstick","04/03/2019","4000","5000","4000"
"Kerala","Thiruvananthapuram","Parassala","Ginger(Green)","Green Ginger","04/03/2019","8000","9000","8000"
"Kerala","Thiruvananthapuram","Parassala","Pumpkin","Pumpkin","04/03/2019","1700","2000","1700"
"Kerala","Thiruvananthapuram","Parassala","Snakeguard","Snakeguard","04/03/2019","2600","3000","2600"
"Madhya Pradesh","Anupur","Jaithari","Paddy(Dhan)(Common)","Other","04/03/2019","1750","1750","1750"
"Madhya Pradesh","Badwani","Sendhwa","Bhindi(Ladies Finger)","Bhindi","04/03/2019","650","850","750"
"Madhya Pradesh","Badwani","Sendhwa","Bottle gourd","Bottle Gourd","04/03/2019","550","850","700"
"Madhya Pradesh","Badwani","Sendhwa","Brinjal","Brinjal","04/03/2019","500","900","700"
"Madhya Pradesh","Badwani","Sendhwa","Cauliflower","Cauliflower","04/03/2019","550","850","700"
"Madhya Pradesh","Badwani","Sendhwa","Green Chilli","Green Chilly","04/03/2019","600","1000","800"
"Madhya Pradesh","Badwani","Sendhwa","Spinach","Other","04/03/2019","550","850","700"
"Madhya Pradesh","Badwani","Sendhwa","Tomato","Tomato","04/03/2019","600","1000","800"
"Madhya Pradesh","Dhar","Dhar","Apple","Other","04/03/2019","2000","3000","2200"
"Madhya Pradesh","Dhar","Dhar","Banana","Other","04/03/2019","1200","1200","1200"
"Madhya Pradesh","Dhar","Dhar","Soyabean","Yellow","04/03/2019","3200","3200","3200"
"Madhya Pradesh","Dhar","Dhar","Wheat","Lokwan","04/03/2019","2000","2000","2000"
"Madhya Pradesh","Dhar","Dhar(F&V)","Apple","Other","04/03/2019","2000","2000","2000"
"Madhya Pradesh","Dhar","Dhar(F&V)","Banana","Other","04/03/2019","800","800","800"
"Madhya Pradesh","Dhar","Dhar(F&V)","Orange","Other","04/03/2019","800","1000","900"
"Madhya Pradesh","Dindori","Gorakhpur","Linseed","Other","04/03/2019","3450","3500","3475"
"Madhya Pradesh","Dindori","Gorakhpur","Niger Seed (Ramtil)","Other","04/03/2019","4100","4200","4150"
"Madhya Pradesh","Dindori","Gorakhpur","Paddy(Dhan)(Common)","Other","04/03/2019","1300","1350","1325"
"Madhya Pradesh","Dindori","Gorakhpur","Soyabean","Local","04/03/2019","3300","3400","3350"
"Madhya Pradesh","Jhabua","Thandla","Bhindi(Ladies Finger)","Bhindi","04/03/2019","1900","2100","2000"
"Madhya Pradesh","Jhabua","Thandla","Bitter gourd","Other","04/03/2019","1300","1600","1450"
"Madhya Pradesh","Jhabua","Thandla","Bottle gourd","Bottle Gourd","04/03/2019","1600","1800","1700"
"Madhya Pradesh","Jhabua","Thandla","Brinjal","Brinjal","04/03/2019","1500","1700","1600"
"Madhya Pradesh","Jhabua","Thandla","Cabbage","Cabbage","04/03/2019","1300","1500","1400"
"Madhya Pradesh","Jhabua","Thandla","Cauliflower","Cauliflower","04/03/2019","1400","1600","1500"
"Madhya Pradesh","Jhabua","Thandla","Coriander(Leaves)","Other","04/03/2019","1500","1600","1550"
"Madhya Pradesh","Jhabua","Thandla","Cotton","DCH-32  (Ginned)","04/03/2019","5300","5600","5400"
"Madhya Pradesh","Jhabua","Thandla","Green Chilli","Other","04/03/2019","2100","2300","2200"
"Madhya Pradesh","Jhabua","Thandla","Green Gram Dal (Moong Dal)","Green Gram Dal","04/03/2019","3650","3650","3650"
"Madhya Pradesh","Jhabua","Thandla","Methi(Leaves)","Methi","04/03/2019","1200","1400","1300"
"Madhya Pradesh","Jhabua","Thandla","Onion","Other","04/03/2019","600","700","650"
"Madhya Pradesh","Jhabua","Thandla","Paddy(Dhan)(Common)","1001","04/03/2019","1300","1300","1300"
"Madhya Pradesh","Jhabua","Thandla","Spinach","Spinach","04/03/2019","1200","1400","1300"
"Madhya Pradesh","Jhabua","Thandla","Tomato","Deshi","04/03/2019","1500","1600","1550"
"Madhya Pradesh","Jhabua","Thandla","Wheat","147 Average","04/03/2019","1900","1920","1915"
"Madhya Pradesh","Khandwa","Pandhana(F&V)","Tomato","Deshi","04/03/2019","1200","1400","1300"
"Madhya Pradesh","Narsinghpur","Gadarwada","Cabbage","Cabbage","04/03/2019","700","800","750"
"Madhya Pradesh","Narsinghpur","Gadarwada","Coriander(Leaves)","Coriander","04/03/2019","300","500","400"
"Madhya Pradesh","Narsinghpur","Gadarwada","Green Chilli","Green Chilly","04/03/2019","2000","2500","2250"
"Madhya Pradesh","Sheopur","Sheopurkalan","Mustard","Mustard","04/03/2019","3160","3300","3250"
"Madhya Pradesh","Sheopur","Syopurkalan(F&V)","Carrot","Other","04/03/2019","400","500","450"
"Madhya Pradesh","Sheopur","Syopurkalan(F&V)","Orange","Other","04/03/2019","1000","1200","1100"
"Madhya Pradesh","Sheopur","Syopurkalan(F&V)","Potato","Other","04/03/2019","700","800","750"
"Madhya Pradesh","Sheopur","Syopurkalan(F&V)","Tomato","Other","04/03/2019","500","600","550"
"Maharashtra","Ahmednagar","Newasa(Ghodegaon)","Onion","Red","04/03/2019","200","600","400"
"Maharashtra","Ahmednagar","Rahata","Pomegranate","Other","04/03/2019","250","7000","4000"
"Maharashtra","Buldhana","Deoulgaon Raja","Cotton","Desi","04/03/2019","5100","5400","5300"
"Maharashtra","Jalgaon","Yawal","Banana","Other","04/03/2019","490","965","910"
"Maharashtra","Jalgaon","Yawal","Bengal Gram(Gram)(Whole)","Other","04/03/2019","4000","4500","4220"
"Maharashtra","Jalgaon","Yawal","Cotton","Other","04/03/2019","5150","5850","5200"
"Maharashtra","Jalgaon","Yawal","Maize","Yellow","04/03/2019","1250","1630","1350"
"Maharashtra","Jalgaon","Yawal","Onion","Red","04/03/2019","410","625","510"
"Maharashtra","Kolhapur","Kolhapur","Apple","Other","04/03/2019","4000","11000","10000"
"Maharashtra","Kolhapur","Kolhapur","Brinjal","Other","04/03/2019","600","3000","1800"
"Maharashtra","Kolhapur","Kolhapur","Cabbage","Other","04/03/2019","800","1400","1100"
"Maharashtra","Kolhapur","Kolhapur","Cauliflower","Other","04/03/2019","600","1500","1050"
"Maharashtra","Kolhapur","Kolhapur","Coriander(Leaves)","Other","04/03/2019","1400","3500","2450"
"Maharashtra","Kolhapur","Kolhapur","Green Chilli","Other","04/03/2019","2700","6500","4600"
"Maharashtra","Kolhapur","Kolhapur","Lime","Other","04/03/2019","750","6500","3625"
"Maharashtra","Kolhapur","Kolhapur","Mango","Hapus(Alphaso)","04/03/2019","1000","8000","4500"
"Maharashtra","Kolhapur","Kolhapur","Onion","Other","04/03/2019","200","750","450"
"Maharashtra","Kolhapur","Kolhapur","Tomato","Other","04/03/2019","500","2200","1350"
"Maharashtra","Kolhapur","Kolhapur(Malkapur)","Brinjal","Other","04/03/2019","150","380","250"
"Maharashtra","Kolhapur","Kolhapur(Malkapur)","Cabbage","Other","04/03/2019","100","350","200"
"Maharashtra","Kolhapur","Kolhapur(Malkapur)","Cauliflower","Other","04/03/2019","100","300","250"
"Maharashtra","Kolhapur","Kolhapur(Malkapur)","Tomato","Other","04/03/2019","100","300","200"
"Maharashtra","Nagpur","Savner","Arhar (Tur/Red Gram)(Whole)","Other","04/03/2019","4725","4945","4860"
"Maharashtra","Nagpur","Savner","Bengal Gram(Gram)(Whole)","Other","04/03/2019","3745","3745","3745"
"Maharashtra","Nagpur","Savner","Cotton","Other","04/03/2019","5325","5325","5325"
"Maharashtra","Nagpur","Savner","Wheat","Other","04/03/2019","1935","2040","2000"
"Maharashtra","Nanded","Bhokar","Arhar (Tur/Red Gram)(Whole)","Other","04/03/2019","3800","4751","4000"
"Maharashtra","Nanded","Bhokar","Bengal Gram(Gram)(Whole)","Other","04/03/2019","3500","3751","3651"
"Maharashtra","Nanded","Bhokar","Turmeric","Other","04/03/2019","5200","5200","5200"
"Maharashtra","Nanded","Bhokar","Wheat","Other","04/03/2019","1800","1950","1900"
"Maharashtra","Nashik","Lasalgaon(Niphad)","Onion","Red","04/03/2019","251","441","351"
"Maharashtra","Pune","Pune","Apple","Other","04/03/2019","4000","14000","7800"
"Maharashtra","Pune","Pune","Beans","Other","04/03/2019","3000","4000","3500"
"Maharashtra","Pune","Pune","Beetroot","Other","04/03/2019","700","1400","1000"
"Maharashtra","Pune","Pune","Bhindi(Ladies Finger)","Other","04/03/2019","1000","4000","2500"
"Maharashtra","Pune","Pune","Bitter gourd","Other","04/03/2019","3000","5000","4000"
"Maharashtra","Pune","Pune","Bottle gourd","Other","04/03/2019","1000","2000","1500"
"Maharashtra","Pune","Pune","Brinjal","Other","04/03/2019","1000","2000","1500"
"Maharashtra","Pune","Pune","Cabbage","Other","04/03/2019","700","1000","800"
"Maharashtra","Pune","Pune","Carrot","Other","04/03/2019","700","1200","1000"
"Maharashtra","Pune","Pune","Cauliflower","Other","04/03/2019","600","1300","1000"
"Maharashtra","Pune","Pune","Chikoos(Sapota)","Other","04/03/2019","1000","2500","1500"
"Maharashtra","Pune","Pune","Chilly Capsicum","Other","04/03/2019","2000","3500","2500"
"Maharashtra","Pune","Pune","Coriander(Leaves)","Other","04/03/2019","2","5","4"
"Maharashtra","Pune","Pune","Cucumbar(Kheera)","Other","04/03/2019","1000","3000","2000"
"Maharashtra","Pune","Pune","Drumstick","Other","04/03/2019","2000","4000","3000"
"Maharashtra","Pune","Pune","Elephant Yam (Suran)","Other","04/03/2019","1200","1500","1300"
"Maharashtra","Pune","Pune","Garlic","Other","04/03/2019","800","5000","2000"
"Maharashtra","Pune","Pune","Ginger(Dry)","Other","04/03/2019","3500","6750","4500"
"Maharashtra","Pune","Pune","Grapes","Other","04/03/2019","1500","6000","3000"
"Maharashtra","Pune","Pune","Green Chilli","Other","04/03/2019","3000","6500","3500"
"Maharashtra","Pune","Pune","Guar","Other","04/03/2019","4000","6000","5000"
"Maharashtra","Pune","Pune","Guava","Other","04/03/2019","2000","5000","3500"
"Maharashtra","Pune","Pune","Karbuja(Musk Melon)","Other","04/03/2019","1500","2500","1700"
"Maharashtra","Pune","Pune","Lime","Other","04/03/2019","400","3000","1000"
"Maharashtra","Pune","Pune","Little gourd (Kundru)","Other","04/03/2019","1500","3000","2000"
"Maharashtra","Pune","Pune","Mint(Pudina)","Other","04/03/2019","2","3","2"
"Maharashtra","Pune","Pune","Onion","Local","04/03/2019","200","550","300"
"Maharashtra","Pune","Pune","Onion Green","Other","04/03/2019","3","6","5"
"Maharashtra","Pune","Pune","Orange","Other","04/03/2019","1300","5800","2900"
"Maharashtra","Pune","Pune","Pear(Marasebu)","Other","04/03/2019","6000","12000","8000"
"Maharashtra","Pune","Pune","Peas Wet","Other","04/03/2019","1600","2000","1800"
"Maharashtra","Pune","Pune","Pineapple","Other","04/03/2019","1000","2000","1400"
"Maharashtra","Pune","Pune","Potato","Other","04/03/2019","800","1350","1100"
"Maharashtra","Pune","Pune","Pumpkin","Other","04/03/2019","800","2000","1500"
"Maharashtra","Pune","Pune","Raddish","Other","04/03/2019","7","20","12"
"Maharashtra","Pune","Pune","Rajgir","Other","04/03/2019","3","5","4"
"Maharashtra","Pune","Pune","Ridgeguard(Tori)","Other","04/03/2019","2500","4500","3000"
"Maharashtra","Pune","Pune","Snakeguard","Other","04/03/2019","1500","2000","1700"
"Maharashtra","Pune","Pune","Spinach","Other","04/03/2019","3","5","4"
"Maharashtra","Pune","Pune","Sweet Potato","Other","04/03/2019","1000","2500","1500"
"Maharashtra","Pune","Pune","Sweet Pumpkin","Other","04/03/2019","600","1800","1000"
"Maharashtra","Pune","Pune","Tender Coconut","Other","04/03/2019","300","900","400"
"Maharashtra","Pune","Pune","Tomato","Local","04/03/2019","700","1400","1000"
"Maharashtra","Pune","Pune","Water Melon","Other","04/03/2019","300","1000","400"
"Maharashtra","Pune","Pune(Hadapsar)","Bhindi(Ladies Finger)","Other","04/03/2019","4000","6000","5000"
"Maharashtra","Pune","Pune(Hadapsar)","Bitter gourd","Other","04/03/2019","4000","6000","5000"
"Maharashtra","Pune","Pune(Hadapsar)","Bottle gourd","Other","04/03/2019","1000","2000","1500"
"Maharashtra","Pune","Pune(Hadapsar)","Brinjal","Other","04/03/2019","1000","2500","1800"
"Maharashtra","Pune","Pune(Hadapsar)","Cabbage","Other","04/03/2019","600","1000","800"
"Maharashtra","Pune","Pune(Hadapsar)","Cauliflower","Other","04/03/2019","600","1200","1000"
"Maharashtra","Pune","Pune(Hadapsar)","Coriander(Leaves)","Other","04/03/2019","2","4","3"
"Maharashtra","Pune","Pune(Hadapsar)","Cucumbar(Kheera)","Other","04/03/2019","2000","4000","3000"
"Maharashtra","Pune","Pune(Hadapsar)","Grapes","Other","04/03/2019","3000","3000","3000"
"Maharashtra","Pune","Pune(Hadapsar)","Guava","Other","04/03/2019","4000","4700","4500"
"Maharashtra","Pune","Pune(Hadapsar)","Leafy Vegetable","Other","04/03/2019","1800","1800","1800"
"Maharashtra","Pune","Pune(Hadapsar)","Methi(Leaves)","Other","04/03/2019","3","10","6"
"Maharashtra","Pune","Pune(Hadapsar)","Mint(Pudina)","Other","04/03/2019","6","6","6"
"Maharashtra","Pune","Pune(Hadapsar)","Onion","Local","04/03/2019","200","600","300"
"Maharashtra","Pune","Pune(Hadapsar)","Onion Green","Other","04/03/2019","3","7","5"
"Maharashtra","Pune","Pune(Hadapsar)","Peas Wet","Other","04/03/2019","3000","5000","4000"
"Maharashtra","Pune","Pune(Hadapsar)","Raddish","Other","04/03/2019","3","12","8"
"Maharashtra","Pune","Pune(Hadapsar)","Rajgir","Other","04/03/2019","2","4","3"
"Maharashtra","Pune","Pune(Hadapsar)","Ridgeguard(Tori)","Other","04/03/2019","5000","7000","6000"
"Maharashtra","Pune","Pune(Hadapsar)","Spinach","Other","04/03/2019","1","4","3"
"Maharashtra","Pune","Pune(Hadapsar)","Tomato","Other","04/03/2019","700","1800","1400"
"Maharashtra","Pune","Pune(Hadapsar)","Water Melon","Other","04/03/2019","700","900","800"
"Maharashtra","Pune","Pune(Khadiki)","Carrot","Other","04/03/2019","800","1000","900"
"Maharashtra","Pune","Pune(Khadiki)","Cauliflower","Other","04/03/2019","700","800","750"
"Maharashtra","Pune","Pune(Khadiki)","Coriander(Leaves)","Other","04/03/2019","3","4","4"
"Maharashtra","Pune","Pune(Khadiki)","Green Chilli","Other","04/03/2019","1600","3200","2400"
"Maharashtra","Pune","Pune(Khadiki)","Onion","Local","04/03/2019","300","500","400"
"Maharashtra","Pune","Pune(Khadiki)","Onion Green","Other","04/03/2019","5","5","5"
"Maharashtra","Pune","Pune(Khadiki)","Potato","Other","04/03/2019","500","1200","850"
"Maharashtra","Pune","Pune(Khadiki)","Raddish","Other","04/03/2019","8","8","8"
"Maharashtra","Pune","Pune(Khadiki)","Spinach","Other","04/03/2019","3","5","4"
"Maharashtra","Pune","Pune(Khadiki)","Tomato","Local","04/03/2019","800","1200","1000"
"Maharashtra","Pune","Pune(Pimpri)","Beans","Other","04/03/2019","3000","4200","3600"
"Maharashtra","Pune","Pune(Pimpri)","Beetroot","Other","04/03/2019","1400","1400","1400"
"Maharashtra","Pune","Pune(Pimpri)","Bottle gourd","Other","04/03/2019","2000","2000","2000"
"Maharashtra","Pune","Pune(Pimpri)","Brinjal","Other","04/03/2019","2200","3000","2600"
"Maharashtra","Pune","Pune(Pimpri)","Cabbage","Other","04/03/2019","1500","1600","1550"
"Maharashtra","Pune","Pune(Pimpri)","Cauliflower","Other","04/03/2019","1200","1200","1200"
"Maharashtra","Pune","Pune(Pimpri)","Coriander(Leaves)","Other","04/03/2019","3","4","4"
"Maharashtra","Pune","Pune(Pimpri)","Drumstick","Other","04/03/2019","5000","5000","5000"
"Maharashtra","Pune","Pune(Pimpri)","Onion","Local","04/03/2019","500","600","550"
"Maharashtra","Pune","Pune(Pimpri)","Potato","Other","04/03/2019","1000","1000","1000"
"Maharashtra","Pune","Pune(Pimpri)","Raddish","Other","04/03/2019","8","12","10"
"Maharashtra","Pune","Pune(Pimpri)","Spinach","Other","04/03/2019","8","9","9"
"Maharashtra","Pune","Pune(Pimpri)","Tomato","Local","04/03/2019","1200","1200","1200"
"Maharashtra","Satara","Karad","Apple","Simla","04/03/2019","5400","8000","8000"
"Maharashtra","Satara","Karad","Banana","Other","04/03/2019","600","1000","1000"
"Maharashtra","Satara","Karad","Beans","Other","04/03/2019","2000","2500","2500"
"Maharashtra","Satara","Karad","Bhindi(Ladies Finger)","Other","04/03/2019","3500","4000","4000"
"Maharashtra","Satara","Karad","Bitter gourd","Other","04/03/2019","3000","3700","3700"
"Maharashtra","Satara","Karad","Bottle gourd","Other","04/03/2019","500","1000","1000"
"Maharashtra","Satara","Karad","Brinjal","Other","04/03/2019","500","800","800"
